1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,-19,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,-19,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,-19,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,-19,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,13,14,14,14,8,14
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,14,8,15
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,14,8,15
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,14,8,15
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,14,8,15
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,14,8,15
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,14,8,15
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,14,8,15
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,14,8,15
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,14,8,15
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,14,8,15
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,14,8,15
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,14,8,15
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,14,8,15
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,14,8,15
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,14,8,15
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,14,8,15
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,14,8,15
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,14,8,15
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,14,8,15
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,14,8,15
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,14,8,15
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,14,8,15
1,14,15,14,13,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,14,8,15
1,14,15,14,14,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,14,8,16
1,14,15,14,14,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,14,8,16
1,14,15,14,14,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,14,8,16
1,14,15,14,14,14,14,-1,13,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,14,8,16
1,14,15,14,14,14,14,-1,16,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,14,8,16
1,14,15,14,14,14,14,-1,16,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,14,8,16
1,14,15,14,14,14,14,-1,16,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,-4,8,15
1,14,15,14,14,14,14,-1,16,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,-4,8,15
1,14,15,14,14,14,14,-1,16,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,-4,8,15
1,14,15,14,14,14,14,-1,16,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,-4,8,15
1,14,15,14,14,14,14,-1,16,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,-4,8,15
1,14,15,14,14,14,14,-1,16,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,-4,8,15
1,14,15,14,14,14,14,-1,16,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,-4,8,15
1,14,15,14,14,14,14,-1,16,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,-4,8,15
1,14,15,14,14,14,14,-1,16,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,-4,8,15
1,14,15,14,14,14,14,-1,16,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,-4,8,15
1,14,15,14,14,14,14,-1,16,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,-4,8,15
1,14,15,14,14,14,14,-1,16,-7,14,14,14,13,2,21,14,14,14,14,-2,14,14,14,-4,8,15
